1.436474738492270475e+00,1.588606681244074226e+00,-1.253016466843535737e+00,-1.301169351635513838e-01,-6.268744386046293249e-01
-1.190762213995208540e+00,-7.553332937051571161e-01,2.793880074497132604e-01,-5.383171194818611172e-01,1.161307344721522750e+00
1.355506092874819490e+00,1.620777138575340448e+00,-1.346967323891916424e+00,-2.628425417218853699e-01,-4.524589242704338266e-01
-1.102385182078277737e+00,-1.537628109871580495e+00,1.392252821610781233e+00,4.663535690358468488e-01,1.171411131572756836e-01
1.442633989781558490e-01,4.979069397675192632e-01,-5.833670625430218415e-01,-4.024333148172364316e-01,3.236884491859984281e-01
-1.246821168468472019e+00,-1.779992903049240516e+00,1.629975171333304829e+00,5.745236687908668038e-01,8.575021142249940331e-02
9.752025474821888196e-01,4.262784590076998947e-01,3.123774467769330210e-02,6.621744844372740024e-01,-1.170840248828205477e+00
4.478782188900495842e-01,7.602972975080424245e-01,-7.489845384624543856e-01,-3.454955157516115816e-01,1.073422721677781688e-01
6.797646856838606144e-01,1.564033455093599256e+00,-1.691288447117240246e+00,-9.962829012636844617e-01,6.315291192817608090e-01
-8.580378254794632786e-01,-1.636070199902909250e+00,1.677614193124105091e+00,8.684558983640348062e-01,-4.107621902230362831e-01
8.594998200986145864e-01,9.366824698981916775e-02,4.088909429384615657e-01,9.081555708992968823e-01,-1.354202643774484072e+00
-1.512580455548506453e-01,2.564466324178720225e-01,-4.410077249091102214e-01,-4.738893897963122881e-01,5.501915268967098038e-01
-5.854196879817636923e-01,-3.108991158532069532e-01,5.561962580909507459e-02,-3.342151995667073106e-01,6.400125046846560917e-01
-2.608601358723378061e-01,-7.163861989868227642e-01,8.061384257436338130e-01,5.160241142613103404e-01,-3.751152311220412039e-01
7.597668297931112757e-01,7.669784699933761551e-01,-5.636836492718236835e-01,1.547346273664501615e-02,-4.152651837256106648e-01
-1.017846653561785164e+00,-4.049360703924249072e-01,-8.666750415822535580e-02,-7.371397402990861325e-01,1.267727131112228234e+00
1.498903221442006828e+00,1.726952914488480317e+00,-1.401185872977816604e+00,-2.155242262304579715e-01,-5.749229825573096697e-01
-6.306950212109071474e-01,1.724153554701290947e-01,-6.261157760379754134e-01,-9.438942947641718595e-01,1.269261222847819948e+00
1.029703922493625301e+00,3.797325417776236112e-01,1.281351911789564424e-01,7.801575939280940286e-01,-1.316685367468673595e+00
-5.412257927563997040e-01,-8.044602371577487254e-01,7.505364361677656637e-01,2.859767145537733257e-01,8.936482487869532032e-04
1.443649288545042264e+00,1.191958676047133681e+00,-7.122093706319205797e-01,3.347970112848448476e-01,-1.092315547559804534e+00
7.746232017524391500e-01,7.528402575717961787e-01,-5.353094692219245720e-01,4.930314608465896642e-02,-4.566780272963186782e-01
1.518098648645717641e-01,-2.840651304134786392e-01,4.786965441404134047e-01,5.063229964979532038e-01,-5.826889134716507490e-01
-4.420509847876437082e-01,-7.543364283506005519e-01,7.445553096873251953e-01,3.455240646871041155e-01,-1.104377600927235192e-01
-6.302966677161004894e-01,1.401547350559181337e-01,-5.822456276667569153e-01,-9.063002720468481543e-01,1.231720260739532335e+00
-2.135583594484969094e-01,2.093410718513382673e-01,-4.161316262345683414e-01,-4.933236944448377015e-01,6.022815021435615757e-01
1.680126799568935070e-01,-3.114740770528733882e-01,5.258540084806815340e-01,5.570151869720404436e-01,-6.415551119851696793e-01
-1.475087525644190656e+00,-1.106392278739034118e+00,5.769199208522390876e-01,-4.704210483239046336e-01,1.243539128045838549e+00
-3.368361127439484237e-01,-7.867648931988051597e-01,8.539626432495770469e-01,5.072059837207114619e-01,-3.263691132440611486e-01
6.044357117854205486e-01,8.226269951431418592e-01,-7.357155023486826595e-01,-2.321665848387008957e-01,-8.759797387718949724e-02
1.499084365871720947e-01,-2.601840191423842041e-01,4.452203888812675814e-01,4.765948423518324706e-01,-5.521677113186314045e-01
-1.125259882808284928e+00,-5.381041634476180224e-01,2.647056990270924004e-02,-7.108637432222941754e-01,1.298171239266369126e+00
-5.216380243312876974e-01,-1.627797275976501923e-01,-1.049216213202419784e-01,-4.292692420833456035e-01,7.008310536417732273e-01
-6.995945966055294729e-02,3.260652323869498992e-01,-4.844876937134549033e-01,-4.579051918381031872e-01,4.915278915113024949e-01
-4.001393887245325853e-01,4.701539563884901685e-03,-2.556805507407770017e-01,-4.783811614102619902e-01,6.856494846334616478e-01
-5.188867348039488681e-01,-3.244848973647968537e-01,1.154460369576865569e-01,-2.399386915300221190e-01,5.113755427544453003e-01
1.202297487741985638e+00,8.156495339643867748e-01,-3.537584698758966528e-01,4.825444739871864175e-01,-1.111996015336817134e+00
-1.336086101391690484e+00,-1.168145782436372127e+00,7.470318753209026497e-01,-2.350577895988506527e-01,9.366579696296802870e-01
1.414506889184607985e-01,-8.060240995684405663e-01,1.178020627604236426e+00,1.094710499551907912e+00,-1.161511865248078923e+00
1.352880182639527806e+00,1.703346824307836682e+00,-1.460251999507196308e+00,-3.609615642908950428e-01,-3.536434870132545427e-01
-1.325533074751217066e+00,-1.481277312531177337e+00,1.177015352408240734e+00,1.377449168153225822e-01,5.609061197530222920e-01
-6.993808030153425559e-01,-8.035122540856831641e-01,6.507096339090285841e-01,9.794416594771743201e-02,2.708562792190924440e-01
6.475554789548353396e-01,4.867800701975220079e-01,-2.547248397923190799e-01,2.052697299732678393e-01,-5.446730869232159211e-01
1.175185888756725028e+00,8.343439158316261484e-01,-3.959295007464712080e-01,4.289860153158492895e-01,-1.044541790598642717e+00
1.181673750565889414e+00,7.029437960537540109e-01,-2.142112863509870180e-01,5.878604170853956035e-01,-1.205720728691502375e+00
3.195458066531894348e-01,-6.680421903239710524e-01,1.102414690905628269e+00,1.146442205061097619e+00,-1.306621600652734694e+00
-3.958721603800646194e-01,-4.142611020853406711e-03,-2.410628580374609975e-01,-4.631600295120381072e-01,6.682886917070289812e-01
-6.692062739924309334e-01,-1.529570500031444791e+00,1.651267423329319861e+00,9.691056595540459284e-01,-6.100991829117710097e-01
-2.182955751102200748e-01,2.187615953832767191e-01,-4.318215197118894788e-01,-5.097636064896577945e-01,6.210999332799499451e-01
9.373829245926914577e-01,1.565534453324238573e+00,-1.532798447426475086e+00,-6.935013798484740422e-01,1.952674342347782144e-01
-1.520512369678062026e-01,-1.035698628543687549e+00,1.305701898581072884e+00,1.012079315146793501e+00,-9.249747418256950571e-01
-9.803340480097910703e-02,3.499147476321338157e-01,-5.342289856683817284e-01,-5.185333091021825380e-01,5.665088939164255599e-01
-9.211723276569536711e-01,-1.576648932694989735e+00,1.557927822882473112e+00,7.254522872919543230e-01,-2.355274222805074646e-01
6.500165596785745237e-02,9.998140525657435163e-01,-1.311419557463189944e+00,-1.073679926441738264e+00,1.031963002987116962e+00
-2.319413541168157122e-01,-6.871313002282821714e-01,7.845997762910328355e-01,5.165421655101043452e-01,-3.908509328286601248e-01
-6.659434942350391795e-01,7.315549378090424604e-02,-5.138622839103261786e-01,-8.713375476646114670e-01,1.215764426369021489e+00
5.338187718747154920e-01,8.804678377443613257e-01,-8.579271048967965774e-01,-3.821959164905272543e-01,9.855176171776804106e-02
